actionable_rank,page_reference,review_priority_score,model_score,feature_impressions,feature_clicks,feature_ctr,feature_avg_position,feature_position_volatility,feature_active_days,feature_available_days,position_band,archetype,action_label,reason_code,confidence_level,confidence_note,review_cost_tier,estimated_review_minutes,human_review_required
837,REVIEW-00837,68.31,0.5694331187651028,3885.0,6.0,0.0015444015444015444,7.22486644599884,1.2914457323923998,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
838,REVIEW-00838,68.3,0.5512069841070144,5121.0,8.0,0.0015621948838117556,6.712672484983265,0.40289904327002946,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
839,REVIEW-00839,68.29,0.5850249855192758,3227.0,2.0,0.0006197706848466068,5.988178323056975,0.8060210764428117,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
840,REVIEW-00840,68.29,0.5491968373466884,5310.0,9.0,0.001694915254237288,6.229782091350959,0.9710184859569793,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
841,REVIEW-00841,68.28,0.630226762054301,2121.0,0.0,0.0,7.700121435597072,1.6241614965362006,15,15,Page 1,HIGH_RISK_STABLE_VISIBILITY,REFRESH_AND_PROTECT,HIGH_RISK_STABLE_PAGE_1,MEDIUM,High measured risk with stable Page-1 visibility.,MEDIUM,75,True
842,REVIEW-00842,68.28,0.5872898693044145,3135.0,2.0,0.0006379585326953748,6.245347759086055,0.848901799274168,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
843,REVIEW-00843,68.28,0.5260108674291973,9944.0,16.0,0.0016090104585679806,4.679466840497166,0.5600831952247207,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
844,REVIEW-00844,68.26,0.6119345645886107,2458.0,0.0,0.0,6.885095043282699,0.6437381394044895,15,15,Page 1,HIGH_RISK_STABLE_VISIBILITY,REFRESH_AND_PROTECT,HIGH_RISK_STABLE_PAGE_1,MEDIUM,High measured risk with stable Page-1 visibility.,MEDIUM,75,True
845,REVIEW-00845,68.26,0.555582808869056,4729.0,11.0,0.002326073165574117,7.236091731542875,2.434183062861658,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
846,REVIEW-00846,68.26,0.5239884386125361,10744.0,17.0,0.0015822784810126582,3.2535108020099073,1.4017940261172632,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
847,REVIEW-00847,68.25,0.6571816996475173,1736.0,0.0,0.0,9.645596454687313,2.6375417646354182,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
848,REVIEW-00848,68.25,0.5546747713284484,4801.0,7.0,0.0014580295771714226,6.315867831731449,0.6219003217240797,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
849,REVIEW-00849,68.25,0.5489858068711432,5271.0,13.0,0.0024663251754885223,9.169041961797824,1.0249402051445369,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
850,REVIEW-00850,68.24,0.6020114500392496,2683.0,2.0,0.0007454342154304882,6.845686006050377,1.8910893810709,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
851,REVIEW-00851,68.24,0.5563466838228235,4638.0,5.0,0.0010780508840017248,5.232204083206275,0.4371587249722291,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
852,REVIEW-00852,68.24,0.5207913067664169,12205.0,27.0,0.002212208111429742,6.91776488732462,0.5204103801590862,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
853,REVIEW-00853,68.23,0.591965793318626,2964.0,3.0,0.0010121457489878543,6.840229486180618,1.819524091713381,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
854,REVIEW-00854,68.23,0.5607408125066238,4321.0,4.0,0.0009257116408238834,4.441314107633817,0.8766467271984518,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
855,REVIEW-00855,68.23,0.5340283767582621,7355.0,10.0,0.0013596193065941536,2.6047012107851475,0.4110164731076481,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
856,REVIEW-00856,68.23,0.5313557650477151,7985.0,8.0,0.0010018785222291797,1.0624689954271231,0.35577882433466895,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
857,REVIEW-00857,68.22,0.6259337323129437,2179.0,1.0,0.0004589261128958238,8.165194365830342,2.1775731739168314,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
858,REVIEW-00858,68.22,0.5857857293123334,3157.0,5.0,0.0015837820715869496,7.3840616217634345,2.5172888282702375,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
859,REVIEW-00859,68.22,0.5460924953447966,5522.0,6.0,0.0010865628395508873,3.049712183719379,1.2770401375641747,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
860,REVIEW-00860,68.22,0.5441383202480846,5775.0,10.0,0.0017316017316017316,5.219816380262906,1.430133371090176,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
861,REVIEW-00861,68.22,0.5355053702089521,7042.0,9.0,0.0012780460096563477,3.1204005048039276,1.1182360602560466,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
862,REVIEW-00862,68.21,0.6056772080614323,2585.0,4.0,0.0015473887814313346,9.334078925593278,2.645273835616978,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
863,REVIEW-00863,68.21,0.5804347397586052,3341.0,2.0,0.000598623166716552,3.4427728761736933,2.143542991236115,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
864,REVIEW-00864,68.21,0.5329606876262121,7549.0,12.0,0.0015896145184792687,2.5169564553852894,1.0499947068350044,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
865,REVIEW-00865,68.21,0.5308093792495393,8077.0,15.0,0.0018571251702364738,5.705925548758368,0.6886228026365508,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
866,REVIEW-00866,68.2,0.5613289722462109,4254.0,4.0,0.0009402914903620122,4.230064574102455,1.097628311870916,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
867,REVIEW-00867,68.2,0.5395432825592893,6323.0,10.0,0.0015815277558121146,4.52045085753322,1.2076800228264828,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
868,REVIEW-00868,68.19,0.5418061189894579,6026.0,11.0,0.0018254231662794558,4.645244645909316,1.9359302286691957,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
869,REVIEW-00869,68.19,0.5377775325220011,6522.0,10.0,0.0015332720024532351,4.671008859369297,0.8514143864355065,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
870,REVIEW-00870,68.18,0.5892876860785432,3025.0,2.0,0.0006611570247933885,6.9560237688795405,0.5575224923226448,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
871,REVIEW-00871,68.18,0.5865517060053483,3114.0,4.0,0.0012845215157353885,6.538099558640198,2.3398990002025246,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
872,REVIEW-00872,68.18,0.5623268983794157,4149.0,8.0,0.001928175463967221,6.127931406036322,2.55052934781907,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
873,REVIEW-00873,68.17,0.5617646438202974,4173.0,6.0,0.0014378145219266715,6.327310724730806,1.0207549184899956,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
874,REVIEW-00874,68.17,0.5576386109993637,4468.0,8.0,0.0017905102954341987,5.953586549936717,1.9651489791728625,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
875,REVIEW-00875,68.17,0.5536457651257652,4783.0,4.0,0.00083629521220991,1.766639671381431,0.7627863208587458,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
876,REVIEW-00876,68.17,0.5531329749314209,4813.0,5.0,0.0010388531061707874,4.250836305547731,0.7697288887794578,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
877,REVIEW-00877,68.16,0.6455629330542109,1861.0,0.0,0.0,8.85685661128789,2.1353276612425205,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
878,REVIEW-00878,68.16,0.5852536977237291,3142.0,4.0,0.001273074474856779,7.771483240867508,1.3423763687548371,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
879,REVIEW-00879,68.16,0.5522894307568567,4870.0,6.0,0.0012320328542094457,4.543223537904304,1.0373052016433706,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
880,REVIEW-00880,68.15,0.5924286698562864,2920.0,5.0,0.0017123287671232876,7.86703262378787,3.044888924235894,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
881,REVIEW-00881,68.15,0.5586083504769178,4389.0,6.0,0.001367053998632946,5.2683501218283535,1.3421600095352868,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
882,REVIEW-00882,68.15,0.5426140653099197,5840.0,12.0,0.002054794520547945,6.423446650886764,1.363931051641124,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
883,REVIEW-00883,68.15,0.531856102890325,7592.0,18.0,0.0023709167544783984,6.745963728683008,1.4049259479857552,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
884,REVIEW-00884,68.14,0.6097931510057263,2464.0,1.0,0.00040584415584415587,4.805899135757486,3.003118358826099,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
885,REVIEW-00885,68.14,0.6034250986405367,2620.0,2.0,0.0007633587786259542,7.5109585072347596,1.5792212569128434,15,15,Page 1,HIGH_VISIBILITY_WEAK_CTR,CTR_REVIEW,CTR_GAP_HIGH_VISIBILITY,HIGH,"High measured risk, meaningful visibility, and CTR below the training reference.",LOW,20,True
886,REVIEW-00886,68.14,0.5905612529280496,2965.0,1.0,0.0003372681281618887,4.187951250808882,1.6906869193075076,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
887,REVIEW-00887,68.14,0.5347874761724994,6923.0,9.0,0.00130001444460494,1.7338763215611672,0.8422201011916589,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
888,REVIEW-00888,68.14,0.5329828624211779,7282.0,14.0,0.0019225487503433123,3.3134906604007157,2.59251747948591,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
889,REVIEW-00889,68.13,0.5727673874740854,3610.0,2.0,0.000554016620498615,2.3454391091313243,0.9657650196598444,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
890,REVIEW-00890,68.13,0.5374840272374241,6446.0,9.0,0.0013962147067949117,2.60542598774931,0.6518584518178554,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
891,REVIEW-00891,68.13,0.5195462108038726,11922.0,23.0,0.0019292065089750042,5.728679076285764,0.40487782408970746,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
892,REVIEW-00892,68.13,0.5134028197114567,19459.0,35.0,0.0017986535793206228,5.272639887698057,0.5188806195016942,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
893,REVIEW-00893,68.13,0.5114254163376046,26096.0,42.0,0.001609442060085837,4.576283708518511,0.7304495491083112,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
894,REVIEW-00894,68.12,0.5752461792500284,3501.0,5.0,0.0014281633818908884,6.883935552454966,1.6074865005747694,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
895,REVIEW-00895,68.12,0.5663095498989575,3896.0,4.0,0.001026694045174538,4.304045555434368,1.624867686350281,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
896,REVIEW-00896,68.12,0.5415291369724059,5905.0,9.0,0.0015241320914479255,3.7736273007539007,1.6587938466297247,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
897,REVIEW-00897,68.12,0.537873197057726,6377.0,11.0,0.0017249490355966755,2.9862511553111717,1.3182621682757003,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
898,REVIEW-00898,68.12,0.5291242183264416,8172.0,13.0,0.0015907978463044542,4.594709590752822,0.5855885947284293,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
899,REVIEW-00899,68.12,0.5230790054134891,10131.0,15.0,0.0014806040864672786,2.073131190636878,0.5619971604222043,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
900,REVIEW-00900,68.12,0.5221803605697205,10488.0,19.0,0.0018115942028985507,5.267814615764683,0.4508898243679926,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
901,REVIEW-00901,68.11,0.5539363234173965,4687.0,5.0,0.0010667804565820354,2.7520127024228205,0.712746139031021,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
902,REVIEW-00902,68.11,0.510924025449921,27042.0,43.0,0.0015901190740329858,2.4409196941260336,0.9552681230527225,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
903,REVIEW-00903,68.1,0.5865049477807637,3080.0,4.0,0.0012987012987012987,7.910167519315367,1.4059235841947324,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
904,REVIEW-00904,68.1,0.5341314440115139,6937.0,10.0,0.0014415453366008362,2.2155338436795606,0.8438418630204857,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
905,REVIEW-00905,68.1,0.5165678634002486,13812.0,19.0,0.0013756154068925571,3.1848662156777956,0.5474783447319744,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
906,REVIEW-00906,68.09,0.6741140856831083,1524.0,0.0,0.0,9.832012043586305,4.039446436593046,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
907,REVIEW-00907,68.09,0.5642928315850626,3974.0,5.0,0.0012581781580271766,6.500523659586431,0.5739720058621167,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
908,REVIEW-00908,68.09,0.5616905636515291,4103.0,5.0,0.0012186205215695832,4.879371237476444,1.3988357825910092,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
909,REVIEW-00909,68.09,0.5475578760549416,5174.0,10.0,0.001932740626207963,6.808773469450468,1.044424138900485,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
910,REVIEW-00910,68.08,0.567064284934882,3842.0,10.0,0.0026028110359187923,9.415389338133666,2.4443114167232642,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
911,REVIEW-00911,68.08,0.512051381212347,20302.0,26.0,0.0012806620037434735,3.0110705316701494,0.533641453320314,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
912,REVIEW-00912,68.07,0.6180672634186667,2279.0,2.0,0.0008775778850372971,8.7715524964385,2.210670171628452,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
913,REVIEW-00913,68.07,0.5951564591997494,2803.0,1.0,0.00035676061362825543,5.318725428768388,1.311638761712459,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
914,REVIEW-00914,68.07,0.5486669626079694,5048.0,6.0,0.0011885895404120444,4.4784396221716785,0.6829058054084713,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
915,REVIEW-00915,68.07,0.5406480036286783,5929.0,12.0,0.0020239500758981277,5.14052499375297,2.0159444712810255,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
916,REVIEW-00916,68.07,0.5354541646420093,6611.0,13.0,0.0019664196036908183,5.664690858681778,1.1706965140778818,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
917,REVIEW-00917,68.07,0.5162139016570331,13710.0,16.0,0.0011670313639679066,0.7517634369051137,0.3905436001224314,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
918,REVIEW-00918,68.06,0.5717081196577829,3610.0,3.0,0.0008310249307479224,4.420829626628989,1.4016106914623139,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
919,REVIEW-00919,68.06,0.5154652658790297,14291.0,25.0,0.0017493527394863901,3.7889707684056377,1.1395891106331544,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
920,REVIEW-00920,68.05,0.5782403870608402,3332.0,1.0,0.00030012004801920766,3.6290222638724545,0.9932773894852853,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
921,REVIEW-00921,68.05,0.5581690685979227,4307.0,6.0,0.0013930810308799629,5.371667089994137,1.2789851161058126,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
922,REVIEW-00922,68.05,0.5534759400919914,4636.0,9.0,0.0019413287316652286,6.42003194412986,1.7286918718016158,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
923,REVIEW-00923,68.05,0.5342023529425973,6773.0,11.0,0.0016240956739997047,4.503090490522672,0.9501236100646443,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
924,REVIEW-00924,68.04,0.6233851850791103,2176.0,0.0,0.0,5.308878162160228,2.6711640729320094,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
925,REVIEW-00925,68.04,0.6118807788058763,2386.0,0.0,0.0,5.530102552493511,1.54687140026981,15,15,Page 1,HIGH_RISK_STABLE_VISIBILITY,REFRESH_AND_PROTECT,HIGH_RISK_STABLE_PAGE_1,MEDIUM,High measured risk with stable Page-1 visibility.,MEDIUM,75,True
926,REVIEW-00926,68.04,0.5985167023593057,2695.0,3.0,0.0011131725417439704,7.608326533982631,2.048320148433518,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
927,REVIEW-00927,68.04,0.5555398647576018,4472.0,4.0,0.0008944543828264759,2.118979002165793,0.7654423275153955,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
928,REVIEW-00928,68.03,0.6501454312828302,1779.0,1.0,0.0005621135469364812,9.05185626802427,3.923098222911962,15,15,Page 1,HIGH_RISK_VOLATILE,REFRESH_REVIEW,HIGH_RISK_HIGH_VOLATILITY,MEDIUM,High measured risk with high training-referenced volatility.,MEDIUM,90,True
929,REVIEW-00929,68.03,0.61728833050501,2282.0,0.0,0.0,7.415542717000312,0.6874091036020581,15,15,Page 1,HIGH_RISK_STABLE_VISIBILITY,REFRESH_AND_PROTECT,HIGH_RISK_STABLE_PAGE_1,MEDIUM,High measured risk with stable Page-1 visibility.,MEDIUM,75,True
930,REVIEW-00930,68.03,0.6094692391696642,2435.0,2.0,0.0008213552361396304,8.223809446342667,1.7145061247152282,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
931,REVIEW-00931,68.03,0.5925187311517922,2855.0,5.0,0.0017513134851138354,8.477525431315703,2.7071512970846214,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
932,REVIEW-00932,68.03,0.5606118562298116,4114.0,4.0,0.0009722897423432182,4.7519695505994255,0.7169483190097481,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
933,REVIEW-00933,68.03,0.5586606508662489,4257.0,6.0,0.0014094432699083862,5.681736672624448,1.1378096900197816,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
934,REVIEW-00934,68.03,0.5342281076313458,6724.0,9.0,0.001338488994646044,1.7651922109661788,0.8403609829642785,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
935,REVIEW-00935,68.03,0.5308093894871959,7408.0,11.0,0.0014848812095032398,3.5695218419198995,1.0269866979356428,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
936,REVIEW-00936,68.03,0.5224986112092362,9844.0,18.0,0.0018285249898415277,2.3813895563560976,1.2331254830391778,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
937,REVIEW-00937,68.02,0.5538548607266351,4579.0,5.0,0.0010919414719371041,2.782990806493308,0.7244811154004938,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
938,REVIEW-00938,68.01,0.6199483297296854,2226.0,1.0,0.0004492362982929021,7.398783453784343,2.145617315172081,15,15,Page 1,HIGH_RISK_OTHER,MANUAL_REVIEW,HIGH_RISK_NO_CLEAR_ARCHETYPE,LOW,A full human investigation is required.,MEDIUM,30,True
939,REVIEW-00939,68.01,0.5372280817510968,6243.0,7.0,0.0011212558065032837,1.9274160164150957,0.29932186614870065,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
940,REVIEW-00940,68.01,0.5232295103707282,9330.0,16.0,0.0017148981779206859,2.6560702111789776,0.7164022725029268,15,15,Top 3,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
941,REVIEW-00941,68.01,0.5175851560413983,12014.0,53.0,0.0044115198934576326,8.803779947043816,5.111743548897329,15,15,Page 1,BORDERLINE_RISK,MONITOR,BORDERLINE_MEASURED_RISK,LOW,Collect more evidence before action.,LOW,10,True
